#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2638696	6625	6651	112509	112534	-	HSPC310	SNRNP70	SON	RNPU1Z|RPU1|SNRP70|Snp1|U1-70K|U170K|U1AP|U1RNP	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Bishof I (2018)	PUBMED:29802200	9606	9606	High Throughput	-	-	-	-	BIOGRID	P08621	A0A024QZD5|Q9UFS1	NP_003080|NP_001287998	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2690211	10155	6651	115457	112534	-	HSPC310	TRIM28	SON	KAP1|PPP1R157|RNF96|TF1B|TIF1B	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Jang SM (2018)	PUBMED:29955894	9606	9606	High Throughput	-	-	hit proteins identified by MS (mass spectrometry) in KAP1 IP (immunoprecipitation), with T test p values < 0.01	-	BIOGRID	Q13263	-	NP_005753	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2692121	2033	6651	108347	112534	RP1-85F18.1	HSPC310	EP300	SON	KAT3B|RSTS2|p300	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Raisner R (2018)	PUBMED:30110629	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q09472	Q7Z6C1	NP_001349772|NP_001420	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2733574	6651	4105	112534	110279	HSPC310	-	SON	MAGEA6	BASS1|C21orf50|DBP-5|NREBP|SON3	CT1.6|MAGE-3b|MAGE3B|MAGE6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	P43360	-	NP_787064|NP_005354	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2752446	65018	6651	122376	112534	-	HSPC310	PINK1	SON	BRPK|PARK6	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Guardia-Laguarta C (2019)	PUBMED:31300519	9606	9606	High Throughput	-	-	assayed using LC-MS/MS (liquid chromatography/tandem mass spectrometry)	-	BIOGRID	Q9BXM7	-	NP_115785	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2754378	2177	6651	108474	112534	-	HSPC310	FANCD2	SON	FA-D2|FA4|FACD|FAD|FAD2|FANCD	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Pladevall-Morera D (2019)	PUBMED:31180492	9606	9606	High Throughput	-	-	hit proteins associated with FANCD2 but were not '...at least 1.5-fold higher abundance in the FANCD2 pull-down compared to IgG from synchronized and APH (aphidicolin) treated cells in more than half of the experiments from which they were identified'	-	BIOGRID	Q9BXW9	A0A024R2G2	NP_001306913|NP_001018125|NP_001361183|NP_001361182|NP_149075|NP_001361184	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2776942	124245	6651	125858	112534	-	HSPC310	ZC3H18	SON	NHN1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Winczura K (2018)	PUBMED:29298432	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q86VM9	B4DTK7|E7ERS3	NP_653205|NP_001281269	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2788609	79753	6651	122864	112534	RP3-423B22.3	HSPC310	SNIP1	SON	PMRED	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Chen LL (2018)	PUBMED:30404004	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8TAD8	B1AK66	NP_078976	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2804220	2099	6651	108403	112534	RP1-130E4.1	HSPC310	ESR1	SON	ER|ESR|ESRA|ESTRR|Era|NR3A1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Nassa G (2019)	PUBMED:31527615	9606	9606	High Throughput	-	-	interaction detected using the TAP (tandem affinity purification) procedure followed by LC-MS/MS (liquid chromatography-tandem mass spectrometry) to identify ER-alpha-interacting proteins; this interaction was detected in at least 2 of 3 samples not treated with, as well as in at least 2 of 3 samples pre-treated with, RNase, suggesting that the interaction can occur in the absence or presence of RNA; this interaction was considered statistically significant because (a) a p-value of p<0.05 was obtained using the Mascot software and (b) a high or medium protein FDR (false discovery rate) confidence level was reported using the ProteomeDiscoverer software	-	BIOGRID	P03372	Q9UBT1|G4XH65|A8KAF4	NP_001116213|NP_000116|NP_001278159|NP_001278170|NP_001116212|NP_001116214	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810528	51366	6651	119501	112534	-	HSPC310	UBR5	SON	DD5|EDD|EDD1|HYD	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Saez I (2020)	PUBMED:31365120	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95071	E7EMW7	NP_056986|NP_001269802	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2810854	79745	6651	122857	112534	-	HSPC310	CLIP4	SON	RSNL2	BASS1|C21orf50|DBP-5|NREBP|SON3	Two-hybrid	physical	Blandin G (2013)	PUBMED:23414517	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8N3C7	A8K6D0|B7Z936	NP_078968|NP_001274456|NP_001274457	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2823496	11113	6651	116290	112534	-	HSPC310	CIT	SON	CRIK|STK21	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	O14578	-	NP_009105|NP_001193928	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2825763	128866	6651	126170	112534	-	HSPC310	CHMP4B	SON	C20orf178|CHMP4A|CTPP3|CTRCT31|SNF7|SNF7-2|Shax1|VPS32B|Vps32-2|dJ553F4.4	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H444	-	NP_789782	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2828691	1894	6651	108223	112534	-	HSPC310	ECT2	SON	ARHGEF31	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H8V3	-	NP_001245245|NP_001245244|NP_001336026|NP_001336027|NP_001336033|NP_001336032|NP_001336031|NP_001336023|NP_001336024|NP_001336030|NP_001336028|NP_001336029|NP_060568|NP_001336025	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2830411	9928	6651	115256	112534	-	HSPC310	KIF14	SON	-	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15058	-	NP_055690|NP_001292721	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2831647	10112	6651	115418	112534	-	HSPC310	KIF20A	SON	MKLP2|RAB6KIFL	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95235	-	NP_005724	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2832250	9493	6651	114873	112534	-	HSPC310	KIF23	SON	CHO1|KNSL5|MKLP-1|MKLP1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q02241	-	NP_001354734|NP_612565|NP_001268230|NP_001354733|NP_004847	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2833389	9055	6651	114517	112534	-	HSPC310	PRC1	SON	ASE1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	O43663	A0A024RC67	NP_955445|NP_001254509|NP_003972	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2840539	8019	6651	113715	112534	RP11-374P20.3	HSPC310	BRD3	SON	ORFX|RING3L	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Kim JJ (2019)	PUBMED:31753913	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15059	A0A024R8H6	NP_031397	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2849590	118487	6651	125612	112534	-	HSPC310	CHCHD1	SON	C10orf34|C2360|MRP-S37	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Antonicka H (2020)	PUBMED:32877691	9606	9606	High Throughput	1.0	-	interaction assayed using BioID|interactions were considered high confidence if they had a Bayesian False Discovery Rate of 1% or less|the Saint Score for the interaction (or the maximum of any bait-prey combinations that had multiple scores) is shown	-	BIOGRID	Q96BP2	-	NP_976043	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2862586	4288	6651	110434	112534	RP11-380J17.2	HSPC310	MKI67	SON	KIA|MIB-|MIB-1|PPP1R105	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Sobecki M (2016)	PUBMED:26949251	9606	9606	High Throughput	206.3	-	interactors identified using mass spectrometry, retaining hits for which either an untagged immunoprecipitation (IP) or IP of non-specific protein (TRIM39) produced fewer peptides hits and/or lower Mascot Scores	-	BIOGRID	P46013	-	NP_001139438|NP_002408	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2891350	23152	6651	116767	112534	-	HSPC310	CIC	SON	-	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Weissmann S (2018)	PUBMED:29844126	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96RK0	-	NP_001373227|NP_001366409|NP_001366414|NP_001366411|NP_001366413|NP_055940|NP_001291744	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2891797	23476	6651	117036	112534	-	HSPC310	BRD4	SON	CAP|HUNK1|HUNKI|MCAP	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Shu S (2020)	PUBMED:32416067	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60885	-	NP_001317313|NP_490597|NP_001366221|NP_001366220|NP_055114	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2904723	9584	6651	114952	112534	RP11-353C18.2	HSPC310	RBM39	SON	CAPER|CAPERalpha|FSAP59|HCC1|RNPC2	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Han T (2017)	PUBMED:28302793	9606	9606	High Throughput	-	-	Proteins that associated with RBM39 (control with no indisulam treatment). Contaminants were removed.	-	BIOGRID	Q14498	B4DRA0|E1P5S2	NP_001310352|NP_001310353|NP_001310351|NP_909122|NP_004893|NP_001229528|NP_001229529	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2936226	155807	6651	1205540	112534	HIV1gp4	HSPC310	vpr	SON	-	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Zhang F (2020)	PUBMED:32538781	11676	9606	High Throughput	-	-	-	-	BIOGRID	-	-	NP_057852	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Human Immunodeficiency Virus 1	Homo sapiens
2952789	23608	6651	117141	112534	-	HSPC310	MKRN1	SON	RNF61	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Wolf EJ (2020)	PUBMED:32460013	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UHC7	-	NP_038474|NP_001138597|NP_001278592	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2952835	7681	6651	113479	112534	-	HSPC310	MKRN3	SON	CPPB2|D15S9|RNF63|ZFP127|ZNF127	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Wolf EJ (2020)	PUBMED:32460013	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13064	-	NP_005655	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2952892	5930	6651	111865	112534	My038	HSPC310	RBBP6	SON	P2P-R|PACT|RBQ-1|SNAMA	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Wolf EJ (2020)	PUBMED:32460013	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q7Z6E9	-	NP_116015|NP_061173|NP_008841	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2986423	1659	6651	108024	112534	-	HSPC310	DHX8	SON	DDX8|HRH1|PRP22|PRPF22	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	5.3	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q14562	-	NP_001309150|NP_004932|NP_001289552|NP_001309149|NP_001309148|NP_001309145|NP_001309147|NP_001309146	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2997819	10762	6651	115982	112534	CTA-268H5.7	HSPC310	NUP50	SON	NPAP60|NPAP60L	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	4.3	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9UKX7	A0A024R4X7	NP_009103|NP_705931	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3023936	79829	6651	122921	112534	-	HSPC310	NAA40	SON	NAT11|PATT1	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Jonckheere V (2021)	PUBMED:33916271	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q86UY6	A0A024R5C6	NP_079047|NP_001287729	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3026538	57621	6651	121667	112534	-	HSPC310	ZBTB2	SON	ZNF437	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Russo R (2021)	PUBMED:33301849	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N680	-	NP_065912	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3029834	23210	6651	116817	112534	-	HSPC310	JMJD6	SON	PSR|PTDSR|PTDSR1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.867294853	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.867294853, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.97329254, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q6NYC1	-	NP_055982|NP_001074930	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3045331	6431	6651	112329	112534	-	HSPC310	SRSF6	SON	B52|HEL-S-91|SFRS6|SRP55	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.989345239	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.989345239, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999359236, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q13247	-	NP_006266	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3050542	26576	6651	117745	112534	-	HSPC310	SRPK3	SON	MSSK-1|MSSK1|STK23	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.754192122	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.754192122, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9UPE1	-	NP_001164231|NP_001164232|NP_055185	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3069350	10284	6651	115573	112534	GIG38	HSPC310	SAP18	SON	2HOR0202|SAP18P	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.924329088	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.924329088, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O00422	X6RAL5	NP_005861|NP_001353572	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3073570	6429	6651	112327	112534	-	HSPC310	SRSF4	SON	SFRS4|SRP75	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.952394237	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.952394237, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q08170	-	NP_005617	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3117538	51171	6651	119350	112534	UNQ502/PRO474	HSPC310	HSD17B14	SON	DHRS10|SDR47C1|retSDR3	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.988224766	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.988224766, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.994712899, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9BPX1	-	NP_057330	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3125628	54819	6651	120174	112534	-	HSPC310	ZCCHC10	SON	-	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.807342767	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.807342767, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.800043909, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8TBK6	B4DU89|G3XAM1|D6R9G7|B3KVL5	NP_001287746|NP_001287747|NP_001287745|NP_001287754|NP_001287751|NP_060135|NP_001287748	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
